NewName,OLDSiteURL,CorrectedUrl,StorageQuota,SiteOwner,SiteTemplate
OSAM-Flowmet-AUDIT-13485-9001-APR2018-0193,https://validanto365.sharepoint.com/sites/OSAM-Flowmet-AUDIT-13485-9001-APR2018-0193,https://validanto365.sharepoint.com/sites/OSAM-flowmet-audit-13485-9001-apr2018-0193,500,JHuson@Validant.com,STS#0
OSAM-FUJIREBIO-MOCK-MDSAP-JAN2018-0119,https://validanto365.sharepoint.com/sites/OSAM-FUJIREBIO-MOCK-MDSAP-JAN2018-0119,https://validanto365.sharepoint.com/sites/OSAM-fuji-mock-mdsap-jan2018-0119,500,JHuson@Validant.com,STS#0
OSAM-Gasco Team,https://validanto365.sharepoint.com/sites/OSAM-Gasco Team,https://validanto365.sharepoint.com/sites/OSAM-gascoteam,500,JHuson@Validant.com,STS#0
OSAM-GB Minitab Update,https://validanto365.sharepoint.com/sites/OSAM-GB Minitab Update,https://validanto365.sharepoint.com/sites/OSAM-GBMinitabUpdate,500,JHuson@Validant.com,STS#0
OSAM-GENE-0466-510(K),https://validanto365.sharepoint.com/sites/OSAM-GENE-0466-510(K),https://validanto365.sharepoint.com/sites/OSAM-gene-0466-510k,500,JHuson@Validant.com,STS#0
OSAM-GENE-1340-MOCK-MDSAP,https://validanto365.sharepoint.com/sites/OSAM-GENE-1340-MOCK-MDSAP,https://validanto365.sharepoint.com/sites/OSAM-gene-1340-mock-mdsap,500,JHuson@Validant.com,STS#0
OSAM-Genomic Health,https://validanto365.sharepoint.com/sites/OSAM-Genomic Health,https://validanto365.sharepoint.com/sites/OSAM-genomichealth,500,JHuson@Validant.com,STS#0
OSAM-Getinge-PMA-VILT-Session,https://validanto365.sharepoint.com/sites/OSAM-Getinge-PMA-VILT-Session,https://validanto365.sharepoint.com/sites/OSAM-getinge-pma-vilt-session,500,JHuson@Validant.com,STS#0
OSAM-GLOB-0935-US REG STRAT,https://validanto365.sharepoint.com/sites/OSAM-GLOB-0935-US REG STRAT,https://validanto365.sharepoint.com/sites/OSAM-glob-0935-usregstrat,500,JHuson@Validant.com,STS#0
OSAM-GLWM-1298-FDAMOCKAUDIT,https://validanto365.sharepoint.com/sites/OSAM-GLWM-1298-FDAMOCKAUDIT,https://validanto365.sharepoint.com/sites/OSAM-glwm-1298-fdamockaudit,500,JHuson@Validant.com,STS#0
OSAM-GRAI-1555-PREASS-IVDR,https://validanto365.sharepoint.com/sites/OSAM-GRAI-1555-PREASS-IVDR,https://validanto365.sharepoint.com/sites/OSAM-grai-1555-preass-ivdr,500,JHuson@Validant.com,STS#0
OSAM-Green Belt Files for Newell Brands License 2021,https://validanto365.sharepoint.com/sites/OSAM-Green Belt Files for Newell Brands License 2021,https://validanto365.sharepoint.com/sites/OSAM-NewellBrandsGBLicense2021,500,JHuson@Validant.com,STS#0
OSAM-GSKC-0686-BASELINE-MDSAP,https://validanto365.sharepoint.com/sites/OSAM-GSKC-0686-BASELINE-MDSAP,https://validanto365.sharepoint.com/sites/OSAM-gskc-0686-baseline-mdsap,500,JHuson@Validant.com,STS#0
OSAM-HENG-1542-REGSTRAT-EU+US,https://validanto365.sharepoint.com/sites/OSAM-HENG-1542-REGSTRAT-EU+US,https://validanto365.sharepoint.com/sites/OSAM-heng-1542-regstrat-euus,500,JHuson@Validant.com,STS#0
OSAM-HRT-CON-REG-STRAT-Aug 2018-0259 & QSR-Oct-0281,https://validanto365.sharepoint.com/sites/OSAM-HRT-CON-REG-STRAT-Aug 2018-0259 & QSR-Oct-0281,https://validanto365.sharepoint.com/sites/OSAM-hrt-con-reg-strat-global-aug2018-0259,500,JHuson@Validant.com,STS#0
OSAM-IDET-1392-US REG STRAT,https://validanto365.sharepoint.com/sites/OSAM-IDET-1392-US REG STRAT,https://validanto365.sharepoint.com/sites/OSAM-idet-1392-usregstrat,500,JHuson@Validant.com,STS#0
OSAM-IMAG-0964-FDAMOCKAUDIT,https://validanto365.sharepoint.com/sites/OSAM-IMAG-0964-FDAMOCKAUDIT,https://validanto365.sharepoint.com/sites/OSAM-imag-0964-fdamockaudit,500,JHuson@Validant.com,STS#0
OSAM-INFL-1056-QMS-QSR,https://validanto365.sharepoint.com/sites/OSAM-INFL-1056-QMS-QSR,https://validanto365.sharepoint.com/sites/OSAM-infl-1056-qms-qsr,500,JHuson@Validant.com,STS#0
OSAM-INFU-0738-BASE-MDR,https://validanto365.sharepoint.com/sites/OSAM-INFU-0738-BASE-MDR,https://validanto365.sharepoint.com/sites/OSAM-infu-0738-base-mdr,500,JHuson@Validant.com,STS#0
OSAM-INNA-1307-US REG STRAT,https://validanto365.sharepoint.com/sites/OSAM-INNA-1307-US REG STRAT,https://validanto365.sharepoint.com/sites/OSAM-inna-1307-usregstrat,500,JHuson@Validant.com,STS#0
OSAM-Inputs,https://validanto365.sharepoint.com/sites/OSAM-Inputs,https://validanto365.sharepoint.com/sites/OSAM-Inputs,500,JHuson@Validant.com,STS#0
OSAM-Inputs to Training Materials,https://validanto365.sharepoint.com/sites/OSAM-Inputs to Training Materials,https://validanto365.sharepoint.com/sites/OSAM-InputstoTrainingMaterials,500,JHuson@Validant.com,STS#0
OSAM-INST-1150-REGSTRAT-EU+US,https://validanto365.sharepoint.com/sites/OSAM-INST-1150-REGSTRAT-EU+US,https://validanto365.sharepoint.com/sites/OSAM-inst-1150-regstrat-euus,500,JHuson@Validant.com,STS#0
OSAM-INST-1292-US REG STRAT,https://validanto365.sharepoint.com/sites/OSAM-INST-1292-US REG STRAT,https://validanto365.sharepoint.com/sites/OSAM-inst-1292-usregstrat,500,JHuson@Validant.com,STS#0
OSAM-Instructor Training Materials,https://validanto365.sharepoint.com/sites/OSAM-Instructor Training Materials,https://validanto365.sharepoint.com/sites/OSAM-Instructor_Files,500,JHuson@Validant.com,STS#0
OSAM-INTE-0728-INT- HYB,https://validanto365.sharepoint.com/sites/OSAM-INTE-0728-INT- HYB,https://validanto365.sharepoint.com/sites/OSAM-inte-0728-int-hyb,500,JHuson@Validant.com,STS#0
OSAM-Internal Audit,https://validanto365.sharepoint.com/sites/OSAM-Internal Audit,https://validanto365.sharepoint.com/sites/OSAM-InternalAudit,500,JHuson@Validant.com,STS#0
OSAM-INTERNAL TRAINING,https://validanto365.sharepoint.com/sites/OSAM-INTERNAL TRAINING,https://validanto365.sharepoint.com/sites/OSAM-internaltraining,500,JHuson@Validant.com,STS#0
OSAM-INTU-1203-AUDIT-14000,https://validanto365.sharepoint.com/sites/OSAM-INTU-1203-AUDIT-14000,https://validanto365.sharepoint.com/sites/OSAM-intu-1203-audit-14000,500,JHuson@Validant.com,STS#0
OSAM-INVI-1268-IVDR-CON,https://validanto365.sharepoint.com/sites/OSAM-INVI-1268-IVDR-CON,https://validanto365.sharepoint.com/sites/OSAM-invi-1268-ivdr-con,500,JHuson@Validant.com,STS#0
OSAM-IOPI-0987-AUDIT-13485/QSR,https://validanto365.sharepoint.com/sites/OSAM-IOPI-0987-AUDIT-13485/QSR,https://validanto365.sharepoint.com/sites/OSAM-iopi-0987-audit-13485qsr,500,JHuson@Validant.com,STS#0
OSAM-IOPI-1464-AUDIT-13485/QSR,https://validanto365.sharepoint.com/sites/OSAM-IOPI-1464-AUDIT-13485/QSR,https://validanto365.sharepoint.com/sites/OSAM-iopi-1464-audit-13485qsr,500,JHuson@Validant.com,STS#0
OSAM-IOQ Crew,https://validanto365.sharepoint.com/sites/OSAM-IOQ Crew,https://validanto365.sharepoint.com/sites/OSAM-IOQCrew,500,JHuson@Validant.com,STS#0
OSAM-IRHY-1061-MOCK-MDSAP,https://validanto365.sharepoint.com/sites/OSAM-IRHY-1061-MOCK-MDSAP,https://validanto365.sharepoint.com/sites/OSAM-irhy-1061-mock-mdsap,500,JHuson@Validant.com,STS#0
OSAM-IRHY-1476-INT- HYB,https://validanto365.sharepoint.com/sites/OSAM-IRHY-1476-INT- HYB,https://validanto365.sharepoint.com/sites/OSAM-irhy-1476-int-hyb,500,JHuson@Validant.com,STS#0
OSAM-IT Admin,https://validanto365.sharepoint.com/sites/OSAM-IT Admin,https://validanto365.sharepoint.com/sites/OSAM-ITAdmin,500,JHuson@Validant.com,STS#0
OSAM-ITWM-1284-CEMARK,https://validanto365.sharepoint.com/sites/OSAM-ITWM-1284-CEMARK,https://validanto365.sharepoint.com/sites/OSAM-itwm-1284-cemark,500,JHuson@Validant.com,STS#0
OSAM-IVOC-1211-INT- HYB,https://validanto365.sharepoint.com/sites/OSAM-IVOC-1211-INT- HYB,https://validanto365.sharepoint.com/sites/OSAM-ivoc-1211-int-hyb,500,JHuson@Validant.com,STS#0
OSAM-JAME-0942-US REG STRAT,https://validanto365.sharepoint.com/sites/OSAM-JAME-0942-US REG STRAT,https://validanto365.sharepoint.com/sites/OSAM-jame-0942-usregstrat,500,JHuson@Validant.com,STS#0
OSAM-JOER-0455-BASE-MDR,https://validanto365.sharepoint.com/sites/OSAM-JOER-0455-BASE-MDR,https://validanto365.sharepoint.com/sites/OSAM-joer-0455-base-mdr,500,JHuson@Validant.com,STS#0
OSAM-JOHN-0625-EU-MDR-TRANSITION,https://validanto365.sharepoint.com/sites/OSAM-JOHN-0625-EU-MDR-TRANSITION,https://validanto365.sharepoint.com/sites/OSAM-john-0625-eu-mdr-transition,500,JHuson@Validant.com,STS#0
OSAM-JOHN-0899-QMS-QSR,https://validanto365.sharepoint.com/sites/OSAM-JOHN-0899-QMS-QSR,https://validanto365.sharepoint.com/sites/OSAM-john-0899-qms-qsr,500,JHuson@Validant.com,STS#0
OSAM-Johnson and Johnson,https://validanto365.sharepoint.com/sites/OSAM-Johnson and Johnson,https://validanto365.sharepoint.com/sites/OSAM-johnsonandjohnson,500,JHuson@Validant.com,STS#0
OSAM-JUBI-0740-BASE-MDR,https://validanto365.sharepoint.com/sites/OSAM-JUBI-0740-BASE-MDR,https://validanto365.sharepoint.com/sites/OSAM-jubi-0740-base-mdr,500,JHuson@Validant.com,STS#0
OSAM-Jubilant EU MDR Transition Project OSAM Peeps,https://validanto365.sharepoint.com/sites/OSAM-Jubilant EU MDR Transition Project OSAM Peeps,https://validanto365.sharepoint.com/sites/OSAM-JubilantEUMDRTransitionProjectOSAMPeeps,500,JHuson@Validant.com,STS#0
OSAM-Just me,https://validanto365.sharepoint.com/sites/OSAM-Just me,https://validanto365.sharepoint.com/sites/OSAM-Justme,500,JHuson@Validant.com,STS#0
OSAM-KB Project Planner,https://validanto365.sharepoint.com/sites/OSAM-KB Project Planner,https://validanto365.sharepoint.com/sites/OSAM-KBProjectPlanner,500,JHuson@Validant.com,STS#0
OSAM-KING-1517-US REG STRAT,https://validanto365.sharepoint.com/sites/OSAM-KING-1517-US REG STRAT,https://validanto365.sharepoint.com/sites/OSAM-king-1517-usregstrat,500,JHuson@Validant.com,STS#0
OSAM-KLS-MOCK-MDSAP-DEC2017-0079,https://validanto365.sharepoint.com/sites/OSAM-KLS-MOCK-MDSAP-DEC2017-0079,https://validanto365.sharepoint.com/sites/OSAM-kls-mock-mdsap-dec2017-0079,500,JHuson@Validant.com,STS#0
OSAM-KORU Medical Systems Internal Audit - Nov 2021,https://validanto365.sharepoint.com/sites/OSAM-KORU Medical Systems Internal Audit - Nov 2021,https://validanto365.sharepoint.com/sites/OSAM-KORUMedicalSystemsInternalAudit-Nov2021,500,JHuson@Validant.com,STS#0
OSAM-KORU-0711-AUDIT-MDSAP,https://validanto365.sharepoint.com/sites/OSAM-KORU-0711-AUDIT-MDSAP,https://validanto365.sharepoint.com/sites/OSAM-koru-0711-audit-mdsap,500,JHuson@Validant.com,STS#0
OSAM-KORU-1399-BASE-MDR,https://validanto365.sharepoint.com/sites/OSAM-KORU-1399-BASE-MDR,https://validanto365.sharepoint.com/sites/OSAM-koru-1399-base-mdr,500,JHuson@Validant.com,STS#0
OSAM-KORU-1511-INT- HYB,https://validanto365.sharepoint.com/sites/OSAM-KORU-1511-INT- HYB,https://validanto365.sharepoint.com/sites/OSAM-koru-1511-int-hyb,500,JHuson@Validant.com,STS#0
OSAM-KORU-1556-DOC-REM,https://validanto365.sharepoint.com/sites/OSAM-KORU-1556-DOC-REM,https://validanto365.sharepoint.com/sites/OSAM-koru-1556-doc-rem,500,JHuson@Validant.com,STS#0
OSAM-KOVEN-ASSESS-QSR-13485-NOV2017-0100,https://validanto365.sharepoint.com/sites/OSAM-KOVEN-ASSESS-QSR-13485-NOV2017-0100,https://validanto365.sharepoint.com/sites/OSAM-koven-assess-qsr-13485-nov2017-0100,500,JHuson@Validant.com,STS#0
OSAM-KTHE-0663-QMS-13485-QSR,https://validanto365.sharepoint.com/sites/OSAM-KTHE-0663-QMS-13485-QSR,https://validanto365.sharepoint.com/sites/OSAM-kthe-0663-qms-13485-qsr,500,JHuson@Validant.com,STS#0
OSAM-LACR-0785-AUDIT-13485/QSR,https://validanto365.sharepoint.com/sites/OSAM-LACR-0785-AUDIT-13485/QSR,https://validanto365.sharepoint.com/sites/OSAM-lacr-0785-audit-13485qsr,500,JHuson@Validant.com,STS#0
OSAM-LACR-1042-BASE-MDR,https://validanto365.sharepoint.com/sites/OSAM-LACR-1042-BASE-MDR,https://validanto365.sharepoint.com/sites/OSAM-lacr-1042-base-mdr,500,JHuson@Validant.com,STS#0
OSAM-LACR-1288-AUDIT-13485/QSR,https://validanto365.sharepoint.com/sites/OSAM-LACR-1288-AUDIT-13485/QSR,https://validanto365.sharepoint.com/sites/OSAM-lacr-1288-audit-13485qsr,500,JHuson@Validant.com,STS#0
OSAM-LeadershipTeam,https://validanto365.sharepoint.com/sites/OSAM-LeadershipTeam,https://validanto365.sharepoint.com/sites/OSAM-LeadershipTeam,500,JHuson@Validant.com,STS#0
OSAM-Libby Farrelly PM,https://validanto365.sharepoint.com/sites/OSAM-Libby Farrelly PM,https://validanto365.sharepoint.com/sites/OSAM-LibbyFarrellyPM,500,JHuson@Validant.com,STS#0
OSAM-Lo que sea,https://validanto365.sharepoint.com/sites/OSAM-Lo que sea,https://validanto365.sharepoint.com/sites/OSAM-Loquesea,500,JHuson@Validant.com,STS#0
OSAM-LUME-0514-BASE-MDR,https://validanto365.sharepoint.com/sites/OSAM-LUME-0514-BASE-MDR,https://validanto365.sharepoint.com/sites/OSAM-lume-eu-mdr-transition-jan2019-0315,500,JHuson@Validant.com,STS#0
OSAM-LUME-0725-FDA-INSPECTION READINESS,https://validanto365.sharepoint.com/sites/OSAM-LUME-0725-FDA-INSPECTION READINESS,https://validanto365.sharepoint.com/sites/OSAM-lume-0725-fda-inspectionreadiness,500,JHuson@Validant.com,STS#0
OSAM-LUME-1041-DOC-REM,https://validanto365.sharepoint.com/sites/OSAM-LUME-1041-DOC-REM,https://validanto365.sharepoint.com/sites/OSAM-lume-1041-doc-rem,500,JHuson@Validant.com,STS#0
OSAM-LUME-1481-SUPPLIER-AUDIT-13485,https://validanto365.sharepoint.com/sites/OSAM-LUME-1481-SUPPLIER-AUDIT-13485,https://validanto365.sharepoint.com/sites/OSAM-lume-1481-supplier-audit-13485,500,JHuson@Validant.com,STS#0
OSAM-LUME-1596-SUPPLIER-AUDIT-QSR-13485,https://validanto365.sharepoint.com/sites/OSAM-LUME-1596-SUPPLIER-AUDIT-QSR-13485,https://validanto365.sharepoint.com/sites/OSAM-lume-1596-supplier-audit-qsr-13485,500,JHuson@Validant.com,STS#0
OSAM-LUPI-1415-CEMARK,https://validanto365.sharepoint.com/sites/OSAM-LUPI-1415-CEMARK,https://validanto365.sharepoint.com/sites/OSAM-lupi-1415-cemark,500,JHuson@Validant.com,STS#0
OSAM-LUTO-CON-QMS-13485-QSR-Aug 2018-0271,https://validanto365.sharepoint.com/sites/OSAM-LUTO-CON-QMS-13485-QSR-Aug 2018-0271,https://validanto365.sharepoint.com/sites/OSAM-luto-con-qms-13485-qsr-aug2018-0271,500,JHuson@Validant.com,STS#0
OSAM-Lynch,https://validanto365.sharepoint.com/sites/OSAM-Lynch,https://validanto365.sharepoint.com/sites/OSAM-Lynch,500,JHuson@Validant.com,STS#0
OSAM-MALL-0977-AXSESS-MDR,https://validanto365.sharepoint.com/sites/OSAM-MALL-0977-AXSESS-MDR,https://validanto365.sharepoint.com/sites/OSAM-mall-0977-axsess-mdr,500,JHuson@Validant.com,STS#0
OSAM-Marash Family Docs,https://validanto365.sharepoint.com/sites/OSAM-Marash Family Docs,https://validanto365.sharepoint.com/sites/OSAM-MarashFamilyDocs,500,JHuson@Validant.com,STS#0
OSAM-MART-0876-510(K),https://validanto365.sharepoint.com/sites/OSAM-MART-0876-510(K),https://validanto365.sharepoint.com/sites/OSAM-mart-0876-510k,500,JHuson@Validant.com,STS#0
OSAM-MART-1021-QMS-QSR,https://validanto365.sharepoint.com/sites/OSAM-MART-1021-QMS-QSR,https://validanto365.sharepoint.com/sites/OSAM-mart-1021-qms-qsr,500,JHuson@Validant.com,STS#0
OSAM-MART-1487-QMS-QSR,https://validanto365.sharepoint.com/sites/OSAM-MART-1487-QMS-QSR,https://validanto365.sharepoint.com/sites/OSAM-mart-1487-qms-qsr,500,JHuson@Validant.com,STS#0
OSAM-MATT-1057-FDARECALL,https://validanto365.sharepoint.com/sites/OSAM-MATT-1057-FDARECALL,https://validanto365.sharepoint.com/sites/OSAM-matt-1057-fdarecall,500,JHuson@Validant.com,STS#0
OSAM-MDSAP MidMark,https://validanto365.sharepoint.com/sites/OSAM-MDSAP MidMark,https://validanto365.sharepoint.com/sites/OSAM-mdsapmidmark,500,JHuson@Validant.com,STS#0
OSAM-MEDC-0621-EU-MDR-TRANSITION,https://validanto365.sharepoint.com/sites/OSAM-MEDC-0621-EU-MDR-TRANSITION,https://validanto365.sharepoint.com/sites/OSAM-medc-0621-eu-mdr-transition,500,JHuson@Validant.com,STS#0
OSAM-MEDC-0746-QMS-QSR,https://validanto365.sharepoint.com/sites/OSAM-MEDC-0746-QMS-QSR,https://validanto365.sharepoint.com/sites/OSAM-medc-0746-qms-qsr,500,JHuson@Validant.com,STS#0
OSAM-MEDC-1040-AXSESS-MDR,https://validanto365.sharepoint.com/sites/OSAM-MEDC-1040-AXSESS-MDR,https://validanto365.sharepoint.com/sites/OSAM-medc-1040-axsess-mdr,500,JHuson@Validant.com,STS#0
OSAM-MEDC-1279-STAFFAUG-RA-QA,https://validanto365.sharepoint.com/sites/OSAM-MEDC-1279-STAFFAUG-RA-QA,https://validanto365.sharepoint.com/sites/OSAM-medc-1279-staffaug-ra-qa,500,JHuson@Validant.com,STS#0
OSAM-MEDI-1412-AUDIT-13485/QSR,https://validanto365.sharepoint.com/sites/OSAM-MEDI-1412-AUDIT-13485/QSR,https://validanto365.sharepoint.com/sites/OSAM-medi-1412-audit-13485qsr,500,JHuson@Validant.com,STS#0
OSAM-MEDIFLEX-MOCK-NOV2018-0080,https://validanto365.sharepoint.com/sites/OSAM-MEDIFLEX-MOCK-NOV2018-0080,https://validanto365.sharepoint.com/sites/OSAM-mediflex-mock-nov2018-0080,500,JHuson@Validant.com,STS#0
OSAM-MEDT-1293-SOFTWARE_CON,https://validanto365.sharepoint.com/sites/OSAM-MEDT-1293-SOFTWARE_CON,https://validanto365.sharepoint.com/sites/OSAM-medt-1293-software_con,500,JHuson@Validant.com,STS#0
OSAM-MEDT-1401-EU-MDR-TRANSITION,https://validanto365.sharepoint.com/sites/OSAM-MEDT-1401-EU-MDR-TRANSITION,https://validanto365.sharepoint.com/sites/OSAM-medt-1401-eu-mdr-transition,500,JHuson@Validant.com,STS#0
OSAM-MEDT-1461-AUDIT-13485/QSR,https://validanto365.sharepoint.com/sites/OSAM-MEDT-1461-AUDIT-13485/QSR,https://validanto365.sharepoint.com/sites/OSAM-medt-1461-audit-13485qsr,500,JHuson@Validant.com,STS#0
OSAM-MEDT-1467-AUDIT-13485/QSR,https://validanto365.sharepoint.com/sites/OSAM-MEDT-1467-AUDIT-13485/QSR,https://validanto365.sharepoint.com/sites/OSAM-medt-1467-audit-13485qsr,500,JHuson@Validant.com,STS#0
OSAM-MEDT-1523-AUDIT-MDSAP,https://validanto365.sharepoint.com/sites/OSAM-MEDT-1523-AUDIT-MDSAP,https://validanto365.sharepoint.com/sites/OSAM-medt-1523-audit-mdsap,500,JHuson@Validant.com,STS#0
OSAM-MEDT-1570-INTERNAL-MDR,https://validanto365.sharepoint.com/sites/OSAM-MEDT-1570-INTERNAL-MDR,https://validanto365.sharepoint.com/sites/OSAM-medt-1570-internal-mdr,500,JHuson@Validant.com,STS#0
OSAM-MEDT-1580-INT- HYB,https://validanto365.sharepoint.com/sites/OSAM-MEDT-1580-INT- HYB,https://validanto365.sharepoint.com/sites/OSAM-medt-1580-int-hyb,500,JHuson@Validant.com,STS#0
OSAM-MEDT-1583-INT- HYB,https://validanto365.sharepoint.com/sites/OSAM-MEDT-1583-INT- HYB,https://validanto365.sharepoint.com/sites/OSAM-medt-1583-int-hyb,500,JHuson@Validant.com,STS#0
OSAM-MEDT-1611-FDAMOCKAUDIT,https://validanto365.sharepoint.com/sites/OSAM-MEDT-1611-FDAMOCKAUDIT,https://validanto365.sharepoint.com/sites/OSAM-medt-1611-fdamockaudit,500,JHuson@Validant.com,STS#0
OSAM-Medtech Insight,https://validanto365.sharepoint.com/sites/OSAM-Medtech Insight,https://validanto365.sharepoint.com/sites/OSAM-MedtechInsight,500,JHuson@Validant.com,STS#0
OSAM-Medtech Insight Weekly Issue,https://validanto365.sharepoint.com/sites/OSAM-Medtech Insight Weekly Issue,https://validanto365.sharepoint.com/sites/OSAM-MedtechInsightWeeklyIssue,500,JHuson@Validant.com,STS#0
OSAM-Medtech Insight Weekly Issues,https://validanto365.sharepoint.com/sites/OSAM-Medtech Insight Weekly Issues,https://validanto365.sharepoint.com/sites/OSAM-MedtechInsightWeeklyIssues2,500,JHuson@Validant.com,STS#0
OSAM-Merck Design Control Training,https://validanto365.sharepoint.com/sites/OSAM-Merck Design Control Training,https://validanto365.sharepoint.com/sites/OSAM-merckdesigncontroltraining,500,JHuson@Validant.com,STS#0
OSAM-MICR-1053-INTERNAL-MDR,https://validanto365.sharepoint.com/sites/OSAM-MICR-1053-INTERNAL-MDR,https://validanto365.sharepoint.com/sites/OSAM-micr-1053-internal-mdr,500,JHuson@Validant.com,STS#0
OSAM-MICR-1303-US REG STRAT,https://validanto365.sharepoint.com/sites/OSAM-MICR-1303-US REG STRAT,https://validanto365.sharepoint.com/sites/OSAM-micr-1303-usregstrat,500,JHuson@Validant.com,STS#0
OSAM-MOLG-1434-ASSESS-QSR-13485,https://validanto365.sharepoint.com/sites/OSAM-MOLG-1434-ASSESS-QSR-13485,https://validanto365.sharepoint.com/sites/OSAM-molg-1434-assess-qsr-13485,500,JHuson@Validant.com,STS#0
OSAM-MPBI-1255-EUA,https://validanto365.sharepoint.com/sites/OSAM-MPBI-1255-EUA,https://validanto365.sharepoint.com/sites/OSAM-mpbi-1255-eua,500,JHuson@Validant.com,STS#0
OSAM-NELA-1031-PMA,https://validanto365.sharepoint.com/sites/OSAM-NELA-1031-PMA,https://validanto365.sharepoint.com/sites/OSAM-nela-1031-pma,500,JHuson@Validant.com,STS#0
OSAM-NEOC-0946-AUDIT-13485/QSR,https://validanto365.sharepoint.com/sites/OSAM-NEOC-0946-AUDIT-13485/QSR,https://validanto365.sharepoint.com/sites/OSAM-neoc-0946-audit-13485qsr,500,JHuson@Validant.com,STS#0
OSAM-NEOC-1398-AUDIT-13485/QSR,https://validanto365.sharepoint.com/sites/OSAM-NEOC-1398-AUDIT-13485/QSR,https://validanto365.sharepoint.com/sites/OSAM-neoc-1398-audit-13485qsr,500,JHuson@Validant.com,STS#0
OSAM-NEPH-0444-RA/QACONSULT,https://validanto365.sharepoint.com/sites/OSAM-NEPH-0444-RA/QACONSULT,https://validanto365.sharepoint.com/sites/OSAM-neph-0444-raqaconsult,500,JHuson@Validant.com,STS#0
OSAM-NEPH-0633-BASELINE-MDSAP,https://validanto365.sharepoint.com/sites/OSAM-NEPH-0633-BASELINE-MDSAP,https://validanto365.sharepoint.com/sites/OSAM-neph-0633-baseline-mdsap,500,JHuson@Validant.com,STS#0
OSAM-NEPH-0698-AUDIT-MDSAP,https://validanto365.sharepoint.com/sites/OSAM-NEPH-0698-AUDIT-MDSAP,https://validanto365.sharepoint.com/sites/OSAM-neph-0698-audit-mdsap,500,JHuson@Validant.com,STS#0
OSAM-NEPH-1005-AUDIT-MDSAP,https://validanto365.sharepoint.com/sites/OSAM-NEPH-1005-AUDIT-MDSAP,https://validanto365.sharepoint.com/sites/OSAM-neph-1005-audit-mdsap,500,JHuson@Validant.com,STS#0
OSAM-NEPH-1343-AUDIT-MDSAP-1344-EUMDR,https://validanto365.sharepoint.com/sites/OSAM-NEPH-1343-AUDIT-MDSAP-1344-EUMDR,https://validanto365.sharepoint.com/sites/OSAM-neph-1343-audit-mdsap-1344-eumdr,500,JHuson@Validant.com,STS#0
OSAM-NEPH-1383-QMS-13485-QSR,https://validanto365.sharepoint.com/sites/OSAM-NEPH-1383-QMS-13485-QSR,https://validanto365.sharepoint.com/sites/OSAM-neph-1383-qms-13485-qsr,500,JHuson@Validant.com,STS#0
OSAM-NEUR-0974-510(K),https://validanto365.sharepoint.com/sites/OSAM-NEUR-0974-510(K),https://validanto365.sharepoint.com/sites/OSAM-neur-0974-510k,500,JHuson@Validant.com,STS#0
OSAM-NEUR-1191-EU-MDR-TRANSITION,https://validanto365.sharepoint.com/sites/OSAM-NEUR-1191-EU-MDR-TRANSITION,https://validanto365.sharepoint.com/sites/OSAM-neur-1191-eu-mdr-transition,500,JHuson@Validant.com,STS#0
OSAM-Newell Brands SGM,https://validanto365.sharepoint.com/sites/OSAM-Newell Brands SGM,https://validanto365.sharepoint.com/sites/OSAM-newellbrandssgm,500,JHuson@Validant.com,STS#0
OSAM-NEWY-1037-SOFTWARE_CON,https://validanto365.sharepoint.com/sites/OSAM-NEWY-1037-SOFTWARE_CON,https://validanto365.sharepoint.com/sites/OSAM-newy-1037-software_con,500,JHuson@Validant.com,STS#0
OSAM-Nongshim Green Belt Documents,https://validanto365.sharepoint.com/sites/OSAM-Nongshim Green Belt Documents,https://validanto365.sharepoint.com/sites/OSAM-nongshimgreenbeltdocuments,500,JHuson@Validant.com,STS#0
OSAM-Nongshim Training,https://validanto365.sharepoint.com/sites/OSAM-Nongshim Training,https://validanto365.sharepoint.com/sites/OSAM-nongshimtraining,500,JHuson@Validant.com,STS#0
OSAM-NOUS-1460-510(K),https://validanto365.sharepoint.com/sites/OSAM-NOUS-1460-510(K),https://validanto365.sharepoint.com/sites/OSAM-nous-1460-510k,500,JHuson@Validant.com,STS#0
OSAM-NOVA-1237-510(K),https://validanto365.sharepoint.com/sites/OSAM-NOVA-1237-510(K),https://validanto365.sharepoint.com/sites/OSAM-nova-1237-510k,500,JHuson@Validant.com,STS#0
OSAM-NPME-1320-STAFFAUG-RA-QA,https://validanto365.sharepoint.com/sites/OSAM-NPME-1320-STAFFAUG-RA-QA,https://validanto365.sharepoint.com/sites/OSAM-npme-1320-staffaug-ra-qa,500,JHuson@Validant.com,STS#0
OSAM-OASI-1566-AUDIT-MDSAP,https://validanto365.sharepoint.com/sites/OSAM-OASI-1566-AUDIT-MDSAP,https://validanto365.sharepoint.com/sites/OSAM-oasi-1566-audit-mdsap,500,JHuson@Validant.com,STS#0
OSAM-Offset x Opportunity,https://validanto365.sharepoint.com/sites/OSAM-Offset x Opportunity,https://validanto365.sharepoint.com/sites/OSAM-OffsetxOpportunity,500,JHuson@Validant.com,STS#0
OSAM-OH_OSM_DEVT_0047,https://validanto365.sharepoint.com/sites/OSAM-OH_OSM_DEVT_0047,https://validanto365.sharepoint.com/sites/OSAM-oh_osm_devt_0047,500,JHuson@Validant.com,STS#0
