"NewName","SiteUrl","StorageQuota","SiteOwner","SiteTemplate","GroupName"
"IRHY-1476-INT- HYB","https://validanto365.sharepoint.com/sites/OSAM-irhy-1476-int-hyb","500","Jhuson@validant.com","sts#3","OSAM-irhy-1476-int-hyb"
"IT Admin","https://validanto365.sharepoint.com/sites/OSAM-ITAdmin","500","Jhuson@validant.com","sts#3","OSAM-ITAdmin"
"ITWM-1284-CEMARK","https://validanto365.sharepoint.com/sites/OSAM-itwm-1284-cemark","500","Jhuson@validant.com","sts#3","OSAM-itwm-1284-cemark"
"IVOC-1211-INT- HYB","https://validanto365.sharepoint.com/sites/OSAM-ivoc-1211-int-hyb","500","Jhuson@validant.com","sts#3","OSAM-ivoc-1211-int-hyb"
"JAME-0942-US REG STRAT","https://validanto365.sharepoint.com/sites/OSAM-jame-0942-usregstrat","500","Jhuson@validant.com","sts#3","OSAM-jame-0942-usregstrat"
"JOER-0455-BASE-MDR","https://validanto365.sharepoint.com/sites/OSAM-joer-0455-base-mdr","500","Jhuson@validant.com","sts#3","OSAM-joer-0455-base-mdr"
"JOHN-0625-EU-MDR-TRANSITION","https://validanto365.sharepoint.com/sites/OSAM-john-0625-eu-mdr-transition","500","Jhuson@validant.com","sts#3","OSAM-john-0625-eu-mdr-transition"
"JOHN-0899-QMS-QSR","https://validanto365.sharepoint.com/sites/OSAM-john-0899-qms-qsr","500","Jhuson@validant.com","sts#3","OSAM-john-0899-qms-qsr"
"Johnson and Johnson","https://validanto365.sharepoint.com/sites/OSAM-johnsonandjohnson","500","Jhuson@validant.com","sts#3","OSAM-johnsonandjohnson"
"JUBI-0740-BASE-MDR","https://validanto365.sharepoint.com/sites/OSAM-jubi-0740-base-mdr","500","Jhuson@validant.com","sts#3","OSAM-jubi-0740-base-mdr"
"Jubilant EU MDR Transition Project OSAM Peeps","https://validanto365.sharepoint.com/sites/OSAM-JubilantEUMDRTransitionProjectOSAMPeeps","500","Jhuson@validant.com","sts#3","OSAM-JubilantEUMDRTransitionProjectOSAMPeeps"
"Just me","https://validanto365.sharepoint.com/sites/OSAM-Justme","500","Jhuson@validant.com","sts#3","OSAM-Justme"
"KB Project Planner","https://validanto365.sharepoint.com/sites/OSAM-KBProjectPlanner","500","Jhuson@validant.com","sts#3","OSAM-KBProjectPlanner"
"KING-1517-US REG STRAT","https://validanto365.sharepoint.com/sites/OSAM-king-1517-usregstrat","500","Jhuson@validant.com","sts#3","OSAM-king-1517-usregstrat"
"KLS-MOCK-MDSAP-DEC2017-0079","https://validanto365.sharepoint.com/sites/OSAM-kls-mock-mdsap-dec2017-0079","500","Jhuson@validant.com","sts#3","OSAM-kls-mock-mdsap-dec2017-0079"
"KORU Medical Systems Internal Audit - Nov 2021","https://validanto365.sharepoint.com/sites/OSAM-KORUMedicalSystemsInternalAudit-Nov2021","500","Jhuson@validant.com","sts#3","OSAM-KORUMedicalSystemsInternalAudit-Nov2021"
"KORU-0711-AUDIT-MDSAP","https://validanto365.sharepoint.com/sites/OSAM-koru-0711-audit-mdsap","500","Jhuson@validant.com","sts#3","OSAM-koru-0711-audit-mdsap"
"KORU-1399-BASE-MDR","https://validanto365.sharepoint.com/sites/OSAM-koru-1399-base-mdr","500","Jhuson@validant.com","sts#3","OSAM-koru-1399-base-mdr"
"KORU-1511-INT- HYB","https://validanto365.sharepoint.com/sites/OSAM-koru-1511-int-hyb","500","Jhuson@validant.com","sts#3","OSAM-koru-1511-int-hyb"
"KORU-1556-DOC-REM","https://validanto365.sharepoint.com/sites/OSAM-koru-1556-doc-rem","500","Jhuson@validant.com","sts#3","OSAM-koru-1556-doc-rem"
"KOVEN-ASSESS-QSR-13485-NOV2017-0100","https://validanto365.sharepoint.com/sites/OSAM-koven-assess-qsr-13485-nov2017-0100","500","Jhuson@validant.com","sts#3","OSAM-koven-assess-qsr-13485-nov2017-0100"
"KTHE-0663-QMS-13485-QSR","https://validanto365.sharepoint.com/sites/OSAM-kthe-0663-qms-13485-qsr","500","Jhuson@validant.com","sts#3","OSAM-kthe-0663-qms-13485-qsr"
"LACR-0785-AUDIT-13485/QSR","https://validanto365.sharepoint.com/sites/OSAM-lacr-0785-audit-13485qsr","500","Jhuson@validant.com","sts#3","OSAM-lacr-0785-audit-13485qsr"
"LACR-1042-BASE-MDR","https://validanto365.sharepoint.com/sites/OSAM-lacr-1042-base-mdr","500","Jhuson@validant.com","sts#3","OSAM-lacr-1042-base-mdr"
"LACR-1288-AUDIT-13485/QSR","https://validanto365.sharepoint.com/sites/OSAM-lacr-1288-audit-13485qsr","500","Jhuson@validant.com","sts#3","OSAM-lacr-1288-audit-13485qsr"
"LeadershipTeam","https://validanto365.sharepoint.com/sites/OSAM-LeadershipTeam","500","Jhuson@validant.com","sts#3","OSAM-LeadershipTeam"
"Libby Farrelly PM","https://validanto365.sharepoint.com/sites/OSAM-LibbyFarrellyPM","500","Jhuson@validant.com","sts#3","OSAM-LibbyFarrellyPM"
"Lo que sea","https://validanto365.sharepoint.com/sites/OSAM-Loquesea","500","Jhuson@validant.com","sts#3","OSAM-Loquesea"
"LUME-0514-BASE-MDR","https://validanto365.sharepoint.com/sites/OSAM-lume-eu-mdr-transition-jan2019-0315","500","Jhuson@validant.com","sts#3","OSAM-lume-eu-mdr-transition-jan2019-0315"
"LUME-0725-FDA-INSPECTION READINESS","https://validanto365.sharepoint.com/sites/OSAM-lume-0725-fda-inspectionreadiness","500","Jhuson@validant.com","sts#3","OSAM-lume-0725-fda-inspectionreadiness"
"LUME-1041-DOC-REM","https://validanto365.sharepoint.com/sites/OSAM-lume-1041-doc-rem","500","Jhuson@validant.com","sts#3","OSAM-lume-1041-doc-rem"
"LUME-1481-SUPPLIER-AUDIT-13485","https://validanto365.sharepoint.com/sites/OSAM-lume-1481-supplier-audit-13485","500","Jhuson@validant.com","sts#3","OSAM-lume-1481-supplier-audit-13485"
"LUME-1596-SUPPLIER-AUDIT-QSR-13485","https://validanto365.sharepoint.com/sites/OSAM-lume-1596-supplier-audit-qsr-13485","500","Jhuson@validant.com","sts#3","OSAM-lume-1596-supplier-audit-qsr-13485"
"LUPI-1415-CEMARK","https://validanto365.sharepoint.com/sites/OSAM-lupi-1415-cemark","500","Jhuson@validant.com","sts#3","OSAM-lupi-1415-cemark"
"LUTO-CON-QMS-13485-QSR-Aug 2018-0271","https://validanto365.sharepoint.com/sites/OSAM-luto-con-qms-13485-qsr-aug2018-0271","500","Jhuson@validant.com","sts#3","OSAM-luto-con-qms-13485-qsr-aug2018-0271"
"Lynch","https://validanto365.sharepoint.com/sites/OSAM-Lynch","500","Jhuson@validant.com","sts#3","OSAM-Lynch"
"MALL-0977-AXSESS-MDR","https://validanto365.sharepoint.com/sites/OSAM-mall-0977-axsess-mdr","500","Jhuson@validant.com","sts#3","OSAM-mall-0977-axsess-mdr"
"Marash Family Docs","https://validanto365.sharepoint.com/sites/OSAM-MarashFamilyDocs","500","Jhuson@validant.com","sts#3","OSAM-MarashFamilyDocs"
"MART-0876-510(K)","https://validanto365.sharepoint.com/sites/OSAM-mart-0876-510k","500","Jhuson@validant.com","sts#3","OSAM-mart-0876-510k"
"MART-1021-QMS-QSR","https://validanto365.sharepoint.com/sites/OSAM-mart-1021-qms-qsr","500","Jhuson@validant.com","sts#3","OSAM-mart-1021-qms-qsr"
"MART-1487-QMS-QSR","https://validanto365.sharepoint.com/sites/OSAM-mart-1487-qms-qsr","500","Jhuson@validant.com","sts#3","OSAM-mart-1487-qms-qsr"
"MATT-1057-FDARECALL","https://validanto365.sharepoint.com/sites/OSAM-matt-1057-fdarecall","500","Jhuson@validant.com","sts#3","OSAM-matt-1057-fdarecall"
"MDSAP MidMark","https://validanto365.sharepoint.com/sites/OSAM-mdsapmidmark","500","Jhuson@validant.com","sts#3","OSAM-mdsapmidmark"
"MEDC-0621-EU-MDR-TRANSITION","https://validanto365.sharepoint.com/sites/OSAM-medc-0621-eu-mdr-transition","500","Jhuson@validant.com","sts#3","OSAM-medc-0621-eu-mdr-transition"
"MEDC-0746-QMS-QSR","https://validanto365.sharepoint.com/sites/OSAM-medc-0746-qms-qsr","500","Jhuson@validant.com","sts#3","OSAM-medc-0746-qms-qsr"
"MEDC-1040-AXSESS-MDR","https://validanto365.sharepoint.com/sites/OSAM-medc-1040-axsess-mdr","500","Jhuson@validant.com","sts#3","OSAM-medc-1040-axsess-mdr"
"MEDC-1279-STAFFAUG-RA-QA","https://validanto365.sharepoint.com/sites/OSAM-medc-1279-staffaug-ra-qa","500","Jhuson@validant.com","sts#3","OSAM-medc-1279-staffaug-ra-qa"
"MEDI-1412-AUDIT-13485/QSR","https://validanto365.sharepoint.com/sites/OSAM-medi-1412-audit-13485qsr","500","Jhuson@validant.com","sts#3","OSAM-medi-1412-audit-13485qsr"
"MEDIFLEX-MOCK-NOV2018-0080","https://validanto365.sharepoint.com/sites/OSAM-mediflex-mock-nov2018-0080","500","Jhuson@validant.com","sts#3","OSAM-mediflex-mock-nov2018-0080"
"MEDT-1293-SOFTWARE_CON","https://validanto365.sharepoint.com/sites/OSAM-medt-1293-software_con","500","Jhuson@validant.com","sts#3","OSAM-medt-1293-software_con"
"MEDT-1401-EU-MDR-TRANSITION","https://validanto365.sharepoint.com/sites/OSAM-medt-1401-eu-mdr-transition","500","Jhuson@validant.com","sts#3","OSAM-medt-1401-eu-mdr-transition"
"MEDT-1461-AUDIT-13485/QSR","https://validanto365.sharepoint.com/sites/OSAM-medt-1461-audit-13485qsr","500","Jhuson@validant.com","sts#3","OSAM-medt-1461-audit-13485qsr"
"MEDT-1467-AUDIT-13485/QSR","https://validanto365.sharepoint.com/sites/OSAM-medt-1467-audit-13485qsr","500","Jhuson@validant.com","sts#3","OSAM-medt-1467-audit-13485qsr"
"MEDT-1523-AUDIT-MDSAP","https://validanto365.sharepoint.com/sites/OSAM-medt-1523-audit-mdsap","500","Jhuson@validant.com","sts#3","OSAM-medt-1523-audit-mdsap"
"MEDT-1570-INTERNAL-MDR","https://validanto365.sharepoint.com/sites/OSAM-medt-1570-internal-mdr","500","Jhuson@validant.com","sts#3","OSAM-medt-1570-internal-mdr"
"MEDT-1580-INT- HYB","https://validanto365.sharepoint.com/sites/OSAM-medt-1580-int-hyb","500","Jhuson@validant.com","sts#3","OSAM-medt-1580-int-hyb"
"MEDT-1583-INT- HYB","https://validanto365.sharepoint.com/sites/OSAM-medt-1583-int-hyb","500","Jhuson@validant.com","sts#3","OSAM-medt-1583-int-hyb"
"MEDT-1611-FDAMOCKAUDIT","https://validanto365.sharepoint.com/sites/OSAM-medt-1611-fdamockaudit","500","Jhuson@validant.com","sts#3","OSAM-medt-1611-fdamockaudit"
"Medtech Insight","https://validanto365.sharepoint.com/sites/OSAM-MedtechInsight","500","Jhuson@validant.com","sts#3","OSAM-MedtechInsight"
"Medtech Insight Weekly Issue","https://validanto365.sharepoint.com/sites/OSAM-MedtechInsightWeeklyIssue","500","Jhuson@validant.com","sts#3","OSAM-MedtechInsightWeeklyIssue"
"Medtech Insight Weekly Issues","https://validanto365.sharepoint.com/sites/OSAM-MedtechInsightWeeklyIssues2","500","Jhuson@validant.com","sts#3","OSAM-MedtechInsightWeeklyIssues2"
"Merck Design Control Training","https://validanto365.sharepoint.com/sites/OSAM-merckdesigncontroltraining","500","Jhuson@validant.com","sts#3","OSAM-merckdesigncontroltraining"
"MICR-1053-INTERNAL-MDR","https://validanto365.sharepoint.com/sites/OSAM-micr-1053-internal-mdr","500","Jhuson@validant.com","sts#3","OSAM-micr-1053-internal-mdr"
"MICR-1303-US REG STRAT","https://validanto365.sharepoint.com/sites/OSAM-micr-1303-usregstrat","500","Jhuson@validant.com","sts#3","OSAM-micr-1303-usregstrat"
"MOLG-1434-ASSESS-QSR-13485","https://validanto365.sharepoint.com/sites/OSAM-molg-1434-assess-qsr-13485","500","Jhuson@validant.com","sts#3","OSAM-molg-1434-assess-qsr-13485"
"MPBI-1255-EUA","https://validanto365.sharepoint.com/sites/OSAM-mpbi-1255-eua","500","Jhuson@validant.com","sts#3","OSAM-mpbi-1255-eua"
"NELA-1031-PMA","https://validanto365.sharepoint.com/sites/OSAM-nela-1031-pma","500","Jhuson@validant.com","sts#3","OSAM-nela-1031-pma"
"NEOC-0946-AUDIT-13485/QSR","https://validanto365.sharepoint.com/sites/OSAM-neoc-0946-audit-13485qsr","500","Jhuson@validant.com","sts#3","OSAM-neoc-0946-audit-13485qsr"
"NEOC-1398-AUDIT-13485/QSR","https://validanto365.sharepoint.com/sites/OSAM-neoc-1398-audit-13485qsr","500","Jhuson@validant.com","sts#3","OSAM-neoc-1398-audit-13485qsr"
"NEPH-0444-RA/QACONSULT","https://validanto365.sharepoint.com/sites/OSAM-neph-0444-raqaconsult","500","Jhuson@validant.com","sts#3","OSAM-neph-0444-raqaconsult"
"NEPH-0633-BASELINE-MDSAP","https://validanto365.sharepoint.com/sites/OSAM-neph-0633-baseline-mdsap","500","Jhuson@validant.com","sts#3","OSAM-neph-0633-baseline-mdsap"
"NEPH-0698-AUDIT-MDSAP","https://validanto365.sharepoint.com/sites/OSAM-neph-0698-audit-mdsap","500","Jhuson@validant.com","sts#3","OSAM-neph-0698-audit-mdsap"
"NEPH-1005-AUDIT-MDSAP","https://validanto365.sharepoint.com/sites/OSAM-neph-1005-audit-mdsap","500","Jhuson@validant.com","sts#3","OSAM-neph-1005-audit-mdsap"
"NEPH-1343-AUDIT-MDSAP-1344-EUMDR","https://validanto365.sharepoint.com/sites/OSAM-neph-1343-audit-mdsap-1344-eumdr","500","Jhuson@validant.com","sts#3","OSAM-neph-1343-audit-mdsap-1344-eumdr"
"NEPH-1383-QMS-13485-QSR","https://validanto365.sharepoint.com/sites/OSAM-neph-1383-qms-13485-qsr","500","Jhuson@validant.com","sts#3","OSAM-neph-1383-qms-13485-qsr"
"NEUR-0974-510(K)","https://validanto365.sharepoint.com/sites/OSAM-neur-0974-510k","500","Jhuson@validant.com","sts#3","OSAM-neur-0974-510k"
"NEUR-1191-EU-MDR-TRANSITION","https://validanto365.sharepoint.com/sites/OSAM-neur-1191-eu-mdr-transition","500","Jhuson@validant.com","sts#3","OSAM-neur-1191-eu-mdr-transition"
"Newell Brands SGM","https://validanto365.sharepoint.com/sites/OSAM-newellbrandssgm","500","Jhuson@validant.com","sts#3","OSAM-newellbrandssgm"
"NEWY-1037-SOFTWARE_CON","https://validanto365.sharepoint.com/sites/OSAM-newy-1037-software_con","500","Jhuson@validant.com","sts#3","OSAM-newy-1037-software_con"
"Nongshim Green Belt Documents","https://validanto365.sharepoint.com/sites/OSAM-nongshimgreenbeltdocuments","500","Jhuson@validant.com","sts#3","OSAM-nongshimgreenbeltdocuments"
"Nongshim Training","https://validanto365.sharepoint.com/sites/OSAM-nongshimtraining","500","Jhuson@validant.com","sts#3","OSAM-nongshimtraining"
"NOUS-1460-510(K)","https://validanto365.sharepoint.com/sites/OSAM-nous-1460-510k","500","Jhuson@validant.com","sts#3","OSAM-nous-1460-510k"
"NOVA-1237-510(K)","https://validanto365.sharepoint.com/sites/OSAM-nova-1237-510k","500","Jhuson@validant.com","sts#3","OSAM-nova-1237-510k"
"NPME-1320-STAFFAUG-RA-QA","https://validanto365.sharepoint.com/sites/OSAM-npme-1320-staffaug-ra-qa","500","Jhuson@validant.com","sts#3","OSAM-npme-1320-staffaug-ra-qa"
"OASI-1566-AUDIT-MDSAP","https://validanto365.sharepoint.com/sites/OSAM-oasi-1566-audit-mdsap","500","Jhuson@validant.com","sts#3","OSAM-oasi-1566-audit-mdsap"
"Offset x Opportunity","https://validanto365.sharepoint.com/sites/OSAM-OffsetxOpportunity","500","Jhuson@validant.com","sts#3","OSAM-OffsetxOpportunity"
"OH_OSM_DEVT_0047","https://validanto365.sharepoint.com/sites/OSAM-oh_osm_devt_0047","500","Jhuson@validant.com","sts#3","OSAM-oh_osm_devt_0047"
"ONS_DBF_GUA_1774_0674","https://validanto365.sharepoint.com/sites/OSAM-ons_dbf_gua_1774_0674","500","Jhuson@validant.com","sts#3","OSAM-ons_dbf_gua_1774_0674"
"ONS_EMF_PHY_1511_0542","https://validanto365.sharepoint.com/sites/OSAM-ons_emf_phy_1511_0542","500","Jhuson@validant.com","sts#3","OSAM-ons_emf_phy_1511_0542"
"Oriel GRFFVIR07122021","https://validanto365.sharepoint.com/sites/OSAM-OrielGRFFVIR07122021","500","Jhuson@validant.com","sts#3","OSAM-OrielGRFFVIR07122021"
"Oriel STAT A MATRIX Communications","https://validanto365.sharepoint.com/sites/OSAM-OrielSTATAMATRIXCommunications","500","Jhuson@validant.com","sts#3","OSAM-OrielSTATAMATRIXCommunications"
"Oriel STAT A MATRIX Intranet","https://validanto365.sharepoint.com/sites/OSAM-Intranet","500","Jhuson@validant.com","sts#3","OSAM-Intranet"
"Oriel STAT A MATRIX Intranet","https://validanto365.sharepoint.com/sites/OSAM-orielstat.sharepoint.com","500","Jhuson@validant.com","sts#3","OSAM-orielstat.sharepoint.com"
"Oriel STAT A MATRIX Root Cause Analysis License Files for Terumo","https://validanto365.sharepoint.com/sites/OSAM-OrielSTATAMATRIXRootCauseAnalysisLicenseFilesforTerumo","500","Jhuson@validant.com","sts#3","OSAM-OrielSTATAMATRIXRootCauseAnalysisLicenseFilesforTerumo"
"Oriel STAT Employees","https://validanto365.sharepoint.com/sites/OSAM-orielstatemployees","500","Jhuson@validant.com","sts#3","OSAM-orielstatemployees"
"Oriel STAT Training","https://validanto365.sharepoint.com/sites/OSAM-OrielSTATTraining","500","Jhuson@validant.com","sts#3","OSAM-OrielSTATTraining"
"ORTH-0401-QMS-13485-QSR","https://validanto365.sharepoint.com/sites/OSAM-orth-0401-qms-13485-qsr2","500","Jhuson@validant.com","sts#3","OSAM-orth-0401-qms-13485-qsr2"
"ORTH-1433-INT AUDIT: 13485/62304","https://validanto365.sharepoint.com/sites/OSAM-orth-1433-intaudit1348562304","500","Jhuson@validant.com","sts#3","OSAM-orth-1433-intaudit1348562304"
"ORTH-1601-INT AUDIT: 13485/62304","https://validanto365.sharepoint.com/sites/OSAM-orth-1601-intaudit1348562304","500","Jhuson@validant.com","sts#3","OSAM-orth-1601-intaudit1348562304"
"OSAM Archive","https://validanto365.sharepoint.com/sites/OSAM-osamarchive","500","Jhuson@validant.com","sts#3","OSAM-osamarchive"
"OSAM Regulatory","https://validanto365.sharepoint.com/sites/OSAM-OSAMRegulatory","500","Jhuson@validant.com","sts#3","OSAM-OSAMRegulatory"
"OSAM_Accounting","https://validanto365.sharepoint.com/sites/OSAM-OSAM_Accounting","500","Jhuson@validant.com","sts#3","OSAM-OSAM_Accounting"
"OSAM_DEnI","https://validanto365.sharepoint.com/sites/OSAM-OSAM_DEnI","500","Jhuson@validant.com","sts#3","OSAM-OSAM_DEnI"
"OSAM_HR","https://validanto365.sharepoint.com/sites/OSAM-OSAM_HR","500","Jhuson@validant.com","sts#3","OSAM-OSAM_HR"
"OSAM_Payroll","https://validanto365.sharepoint.com/sites/OSAM-osam_payroll","500","Jhuson@validant.com","sts#3","OSAM-osam_payroll"
"OUTS-1172-QMS-13485-QSR","https://validanto365.sharepoint.com/sites/OSAM-outs-1172-qms-13485-qsr","500","Jhuson@validant.com","sts#3","OSAM-outs-1172-qms-13485-qsr"
"PARA-0556-EU-MDR-TRANSITION","https://validanto365.sharepoint.com/sites/OSAM-para-0556-eu-mdr-transition","500","Jhuson@validant.com","sts#3","OSAM-para-0556-eu-mdr-transition"
"PARA-0884-AXSESS-MDR","https://validanto365.sharepoint.com/sites/OSAM-para-0884-axsess-mdr","500","Jhuson@validant.com","sts#3","OSAM-para-0884-axsess-mdr"
"PENU-1435-INT- HYB","https://validanto365.sharepoint.com/sites/OSAM-penu-1435-int-hyb","500","Jhuson@validant.com","sts#3","OSAM-penu-1435-int-hyb"
"PERC-1175-EU-MDR-TRANSITION","https://validanto365.sharepoint.com/sites/OSAM-perc-1175-eu-mdr-transition","500","Jhuson@validant.com","sts#3","OSAM-perc-1175-eu-mdr-transition"
"PFIZ-0406-QMS-QSR","https://validanto365.sharepoint.com/sites/OSAM-pfiz-0406-qms-qsr","500","Jhuson@validant.com","sts#3","OSAM-pfiz-0406-qms-qsr"
"PFIZ-0420-SUPPLIER-AUDIT-QSR-13485","https://validanto365.sharepoint.com/sites/OSAM-pfiz-0420-supplier-audit-qsr-13485","500","Jhuson@validant.com","sts#3","OSAM-pfiz-0420-supplier-audit-qsr-13485"
"PFIZ-0587-EU-MDR-TRANSITION","https://validanto365.sharepoint.com/sites/OSAM-pfiz-0587-eu-mdr-transition","500","Jhuson@validant.com","sts#3","OSAM-pfiz-0587-eu-mdr-transition"
"PFIZ-0589-AUDIT-13485/QSR","https://validanto365.sharepoint.com/sites/OSAM-pfiz-0589-audit-13485qsr","500","Jhuson@validant.com","sts#3","OSAM-pfiz-0589-audit-13485qsr"
"PFIZ-0696-SUPPLIER-AUDIT-QSR-13485","https://validanto365.sharepoint.com/sites/OSAM-pfiz-0696-supplier-audit-qsr-13485","500","Jhuson@validant.com","sts#3","OSAM-pfiz-0696-supplier-audit-qsr-13485"
"PFIZ-0756-EU-MDR-TRANSITION","https://validanto365.sharepoint.com/sites/OSAM-pfiz-0756-eu-mdr-transition","500","Jhuson@validant.com","sts#3","OSAM-pfiz-0756-eu-mdr-transition"
"PFIZ-1015-AUDIT-13485/QSR","https://validanto365.sharepoint.com/sites/OSAM-pfiz-1015-audit-13485qsr","500","Jhuson@validant.com","sts#3","OSAM-pfiz-1015-audit-13485qsr"
"Pharma 22","https://validanto365.sharepoint.com/sites/OSAM-Pharma22","500","Jhuson@validant.com","sts#3","OSAM-Pharma22"
"PhaseOrtho MDSAP Audit","https://validanto365.sharepoint.com/sites/OSAM-PhaseOrthoMDSAPAudit","500","Jhuson@validant.com","sts#3","OSAM-PhaseOrthoMDSAPAudit"
"Philips North America","https://validanto365.sharepoint.com/sites/OSAM-philipsnorthamerica","500","Jhuson@validant.com","sts#3","OSAM-philipsnorthamerica"
"Physio Control-AUDIT-13485/QSR-May2018-0213","https://validanto365.sharepoint.com/sites/OSAM-physiocontrol-audit-13485qsr-may2018-0213","500","Jhuson@validant.com","sts#3","OSAM-physiocontrol-audit-13485qsr-may2018-0213"
"POLL-1356-BASE-MDR","https://validanto365.sharepoint.com/sites/OSAM-poll-1356-base-mdr","500","Jhuson@validant.com","sts#3","OSAM-poll-1356-base-mdr"
"PORE-1089-US REG STRAT","https://validanto365.sharepoint.com/sites/OSAM-pore-1089-usregstrat","500","Jhuson@validant.com","sts#3","OSAM-pore-1089-usregstrat"
"Practice Planning","https://validanto365.sharepoint.com/sites/OSAM-PracticePlanning","500","Jhuson@validant.com","sts#3","OSAM-PracticePlanning"
"PREC-1251-BASE-MDR","https://validanto365.sharepoint.com/sites/OSAM-prec-1251-base-mdr","500","Jhuson@validant.com","sts#3","OSAM-prec-1251-base-mdr"
"PROJ-1076-DUE-DILIGENCE","https://validanto365.sharepoint.com/sites/OSAM-proj-1076-due-diligence","500","Jhuson@validant.com","sts#3","OSAM-proj-1076-due-diligence"
"Project Web App","https://validanto365.sharepoint.com/sites/OSAM-pwa","500","Jhuson@validant.com","sts#3","OSAM-pwa"
"PROS-0875-AUDIT-13485/QSR","https://validanto365.sharepoint.com/sites/OSAM-pros-0875-audit-13485qsr","500","Jhuson@validant.com","sts#3","OSAM-pros-0875-audit-13485qsr"
"PROS-1222-AUDIT-13485/QSR","https://validanto365.sharepoint.com/sites/OSAM-pros-1222-audit-13485qsr","500","Jhuson@validant.com","sts#3","OSAM-pros-1222-audit-13485qsr"
"QADV-1336-EUA","https://validanto365.sharepoint.com/sites/OSAM-qadv-1336-eua","500","Jhuson@validant.com","sts#3","OSAM-qadv-1336-eua"
"RCX Emodule","https://validanto365.sharepoint.com/sites/OSAM-RCXEmodule","500","Jhuson@validant.com","sts#3","OSAM-RCXEmodule"
"Remote Audit Team","https://validanto365.sharepoint.com/sites/OSAM-RemoteAuditTeam","500","Jhuson@validant.com","sts#3","OSAM-RemoteAuditTeam"
"RMF File Remediation","https://validanto365.sharepoint.com/sites/OSAM-rmffileremediation","500","Jhuson@validant.com","sts#3","OSAM-rmffileremediation"
"RMF- R3","https://validanto365.sharepoint.com/sites/OSAM-RMF-R3","500","Jhuson@validant.com","sts#3","OSAM-RMF-R3"
"ROCHE-STAFFAUG-RA-QA-JAN2018-0105","https://validanto365.sharepoint.com/sites/OSAM-con-staffaug-ra-qa-roch-0105","500","Jhuson@validant.com","sts#3","OSAM-con-staffaug-ra-qa-roch-0105"
"RUHO-0603-510K","https://validanto365.sharepoint.com/sites/OSAM-ruho-0603-510k","500","Jhuson@validant.com","sts#3","OSAM-ruho-0603-510k"
"RUHO-0652-510(K)","https://validanto365.sharepoint.com/sites/OSAM-ruho-0652-510k","500","Jhuson@validant.com","sts#3","OSAM-ruho-0652-510k"
"RUHO-0809-510(K)","https://validanto365.sharepoint.com/sites/OSAM-ruho-0809-510k","500","Jhuson@validant.com","sts#3","OSAM-ruho-0809-510k"
"RUHO-1185-EUA","https://validanto365.sharepoint.com/sites/OSAM-ruho-1185-eua","500","Jhuson@validant.com","sts#3","OSAM-ruho-1185-eua"
"RUHO-1195-DENOVO","https://validanto365.sharepoint.com/sites/OSAM-ruho-1195-denovo","500","Jhuson@validant.com","sts#3","OSAM-ruho-1195-denovo"
"S2EQ-1453-FDAMOCKAUDIT","https://validanto365.sharepoint.com/sites/OSAM-s2eq-1453-fdamockaudit","500","Jhuson@validant.com","sts#3","OSAM-s2eq-1453-fdamockaudit"
"SAFE-1429-IVDR-CON","https://validanto365.sharepoint.com/sites/OSAM-safe-1429-ivdr-con","500","Jhuson@validant.com","sts#3","OSAM-safe-1429-ivdr-con"
"SAGE-0627-INT-GMP210-211","https://validanto365.sharepoint.com/sites/OSAM-sage-0627-int-gmp210-211","500","Jhuson@validant.com","sts#3","OSAM-sage-0627-int-gmp210-211"
"SAGE-1116-INTERNAL - MDR + 13485 + QSR","https://validanto365.sharepoint.com/sites/OSAM-sage-1116-internal-mdrmdsap","500","Jhuson@validant.com","sts#3","OSAM-sage-1116-internal-mdrmdsap"
"SAGE-1346-AUDIT-PHARM","https://validanto365.sharepoint.com/sites/OSAM-sage-1346-audit-pharm","500","Jhuson@validant.com","sts#3","OSAM-sage-1346-audit-pharm"
"Sales and Marketing","https://validanto365.sharepoint.com/sites/OSAM-SalesandMarketing","500","Jhuson@validant.com","sts#3","OSAM-SalesandMarketing"
"Saluber- Multitask Projects","https://validanto365.sharepoint.com/sites/OSAM-saluber-multitaskprojects","500","Jhuson@validant.com","sts#3","OSAM-saluber-multitaskprojects"
"SALU-CON-510(K)-0019","https://validanto365.sharepoint.com/sites/OSAM-con-510k-salu-0019","500","Jhuson@validant.com","sts#3","OSAM-con-510k-salu-0019"
"SALU-CON-BASELINE-13458-Nov.2018-0338","https://validanto365.sharepoint.com/sites/OSAM-salu-con-baseline-13458-nov.2018-0338","500","Jhuson@validant.com","sts#3","OSAM-salu-con-baseline-13458-nov.2018-0338"
"SALU-PE-GENCONS-May2018-0226","https://validanto365.sharepoint.com/sites/OSAM-salu-pe-gencons-may2018-0226","500","Jhuson@validant.com","sts#3","OSAM-salu-pe-gencons-may2018-0226"
"SCIE-CON-BASELINE-13458/QSR-AUG2018-0255","https://validanto365.sharepoint.com/sites/OSAM-scie-con-baseline-13458qsr-aug2018-0255","500","Jhuson@validant.com","sts#3","OSAM-scie-con-baseline-13458qsr-aug2018-0255"
"SCIENION-QMS-13485-0129","https://validanto365.sharepoint.com/sites/OSAM-scienion-qms-13485-0129","500","Jhuson@validant.com","sts#3","OSAM-scienion-qms-13485-0129"
