NewName,SiteURL,StorageQuota,SiteOwner,SiteTemplate
OSAM-LACR-0785-AUDIT-13485/QSR,https://validanto365.sharepoint.com/sites/OSAM-LACR-0785-AUDIT-13485QSR,500,JHuson@Validant.com,STS#3
OSAM-LACR-1042-BASE-MDR,https://validanto365.sharepoint.com/sites/OSAM-LACR-1042-BASE-MDR,500,JHuson@Validant.com,STS#3
OSAM-LACR-1288-AUDIT-13485/QSR,https://validanto365.sharepoint.com/sites/OSAM-LACR-1288-AUDIT-13485QSR,500,JHuson@Validant.com,STS#3
OSAM-LeadershipTeam,https://validanto365.sharepoint.com/sites/OSAM-LeadershipTeam,500,JHuson@Validant.com,STS#3
OSAM-Libby Farrelly PM,https://validanto365.sharepoint.com/sites/OSAM-Libby Farrelly PM,500,JHuson@Validant.com,STS#3
OSAM-Lo que sea,https://validanto365.sharepoint.com/sites/OSAM-Lo que sea,500,JHuson@Validant.com,STS#3
OSAM-LUME-0514-BASE-MDR,https://validanto365.sharepoint.com/sites/OSAM-LUME-0514-BASE-MDR,500,JHuson@Validant.com,STS#3
OSAM-LUME-0725-FDA-INSPECTION READINESS,https://validanto365.sharepoint.com/sites/OSAM-LUME-0725-FDA-INSPECTION READINESS,500,JHuson@Validant.com,STS#3
OSAM-LUME-1041-DOC-REM,https://validanto365.sharepoint.com/sites/OSAM-LUME-1041-DOC-REM,500,JHuson@Validant.com,STS#3
OSAM-LUME-1481-SUPPLIER-AUDIT-13485,https://validanto365.sharepoint.com/sites/OSAM-LUME-1481-SUPPLIER-AUDIT-13485,500,JHuson@Validant.com,STS#3
OSAM-LUME-1596-SUPPLIER-AUDIT-QSR-13485,https://validanto365.sharepoint.com/sites/OSAM-LUME-1596-SUPPLIER-AUDIT-QSR-13485,500,JHuson@Validant.com,STS#3
OSAM-LUPI-1415-CEMARK,https://validanto365.sharepoint.com/sites/OSAM-LUPI-1415-CEMARK,500,JHuson@Validant.com,STS#3
OSAM-LUTO-CON-QMS-13485-QSR-Aug 2018-0271,https://validanto365.sharepoint.com/sites/OSAM-LUTO-CON-QMS-13485-QSR-Aug 2018-0271,500,JHuson@Validant.com,STS#3
OSAM-Lynch,https://validanto365.sharepoint.com/sites/OSAM-Lynch,500,JHuson@Validant.com,STS#3
OSAM-MALL-0977-AXSESS-MDR,https://validanto365.sharepoint.com/sites/OSAM-MALL-0977-AXSESS-MDR,500,JHuson@Validant.com,STS#3
OSAM-Marash Family Docs,https://validanto365.sharepoint.com/sites/OSAM-Marash Family Docs,500,JHuson@Validant.com,STS#3
OSAM-MART-0876-510(K),https://validanto365.sharepoint.com/sites/OSAM-MART-0876-510(K),500,JHuson@Validant.com,STS#3
OSAM-MART-1021-QMS-QSR,https://validanto365.sharepoint.com/sites/OSAM-MART-1021-QMS-QSR,500,JHuson@Validant.com,STS#3
OSAM-MART-1487-QMS-QSR,https://validanto365.sharepoint.com/sites/OSAM-MART-1487-QMS-QSR,500,JHuson@Validant.com,STS#3
OSAM-MATT-1057-FDARECALL,https://validanto365.sharepoint.com/sites/OSAM-MATT-1057-FDARECALL,500,JHuson@Validant.com,STS#3
OSAM-MDSAP MidMark,https://validanto365.sharepoint.com/sites/OSAM-MDSAP MidMark,500,JHuson@Validant.com,STS#3
OSAM-MEDC-0621-EU-MDR-TRANSITION,https://validanto365.sharepoint.com/sites/OSAM-MEDC-0621-EU-MDR-TRANSITION,500,JHuson@Validant.com,STS#3
OSAM-MEDC-0746-QMS-QSR,https://validanto365.sharepoint.com/sites/OSAM-MEDC-0746-QMS-QSR,500,JHuson@Validant.com,STS#3
OSAM-MEDC-1040-AXSESS-MDR,https://validanto365.sharepoint.com/sites/OSAM-MEDC-1040-AXSESS-MDR,500,JHuson@Validant.com,STS#3
OSAM-MEDC-1279-STAFFAUG-RA-QA,https://validanto365.sharepoint.com/sites/OSAM-MEDC-1279-STAFFAUG-RA-QA,500,JHuson@Validant.com,STS#3
OSAM-MEDI-1412-AUDIT-13485/QSR,https://validanto365.sharepoint.com/sites/OSAM-MEDI-1412-AUDIT-13485QSR,500,JHuson@Validant.com,STS#3
OSAM-MEDIFLEX-MOCK-NOV2018-0080,https://validanto365.sharepoint.com/sites/OSAM-MEDIFLEX-MOCK-NOV2018-0080,500,JHuson@Validant.com,STS#3
OSAM-MEDT-1293-SOFTWARE_CON,https://validanto365.sharepoint.com/sites/OSAM-MEDT-1293-SOFTWARE_CON,500,JHuson@Validant.com,STS#3
OSAM-MEDT-1401-EU-MDR-TRANSITION,https://validanto365.sharepoint.com/sites/OSAM-MEDT-1401-EU-MDR-TRANSITION,500,JHuson@Validant.com,STS#3
OSAM-MEDT-1461-AUDIT-13485/QSR,https://validanto365.sharepoint.com/sites/OSAM-MEDT-1461-AUDIT-13485QSR,500,JHuson@Validant.com,STS#3
OSAM-MEDT-1467-AUDIT-13485/QSR,https://validanto365.sharepoint.com/sites/OSAM-MEDT-1467-AUDIT-13485QSR,500,JHuson@Validant.com,STS#3
OSAM-MEDT-1523-AUDIT-MDSAP,https://validanto365.sharepoint.com/sites/OSAM-MEDT-1523-AUDIT-MDSAP,500,JHuson@Validant.com,STS#3
OSAM-MEDT-1570-INTERNAL-MDR,https://validanto365.sharepoint.com/sites/OSAM-MEDT-1570-INTERNAL-MDR,500,JHuson@Validant.com,STS#3
OSAM-MEDT-1580-INT- HYB,https://validanto365.sharepoint.com/sites/OSAM-MEDT-1580-INT- HYB,500,JHuson@Validant.com,STS#3
OSAM-MEDT-1583-INT- HYB,https://validanto365.sharepoint.com/sites/OSAM-MEDT-1583-INT- HYB,500,JHuson@Validant.com,STS#3
OSAM-MEDT-1611-FDAMOCKAUDIT,https://validanto365.sharepoint.com/sites/OSAM-MEDT-1611-FDAMOCKAUDIT,500,JHuson@Validant.com,STS#3
OSAM-Medtech Insight,https://validanto365.sharepoint.com/sites/OSAM-Medtech Insight,500,JHuson@Validant.com,STS#3
OSAM-Medtech Insight Weekly Issue,https://validanto365.sharepoint.com/sites/OSAM-Medtech Insight Weekly Issue,500,JHuson@Validant.com,STS#3
OSAM-Medtech Insight Weekly Issues,https://validanto365.sharepoint.com/sites/OSAM-Medtech Insight Weekly Issues,500,JHuson@Validant.com,STS#3
OSAM-Merck Design Control Training,https://validanto365.sharepoint.com/sites/OSAM-Merck Design Control Training,500,JHuson@Validant.com,STS#3
OSAM-MICR-1053-INTERNAL-MDR,https://validanto365.sharepoint.com/sites/OSAM-MICR-1053-INTERNAL-MDR,500,JHuson@Validant.com,STS#3
OSAM-MICR-1303-US REG STRAT,https://validanto365.sharepoint.com/sites/OSAM-MICR-1303-US REG STRAT,500,JHuson@Validant.com,STS#3
OSAM-MOLG-1434-ASSESS-QSR-13485,https://validanto365.sharepoint.com/sites/OSAM-MOLG-1434-ASSESS-QSR-13485,500,JHuson@Validant.com,STS#3
OSAM-MPBI-1255-EUA,https://validanto365.sharepoint.com/sites/OSAM-MPBI-1255-EUA,500,JHuson@Validant.com,STS#3
OSAM-NELA-1031-PMA,https://validanto365.sharepoint.com/sites/OSAM-NELA-1031-PMA,500,JHuson@Validant.com,STS#3
OSAM-NEOC-0946-AUDIT-13485/QSR,https://validanto365.sharepoint.com/sites/OSAM-NEOC-0946-AUDIT-13485QSR,500,JHuson@Validant.com,STS#3
OSAM-NEOC-1398-AUDIT-13485/QSR,https://validanto365.sharepoint.com/sites/OSAM-NEOC-1398-AUDIT-13485QSR,500,JHuson@Validant.com,STS#3
OSAM-NEPH-0444-RA/QACONSULT,https://validanto365.sharepoint.com/sites/OSAM-NEPH-0444-RAQACONSULT,500,JHuson@Validant.com,STS#3
OSAM-NEPH-0633-BASELINE-MDSAP,https://validanto365.sharepoint.com/sites/OSAM-NEPH-0633-BASELINE-MDSAP,500,JHuson@Validant.com,STS#3
OSAM-NEPH-0698-AUDIT-MDSAP,https://validanto365.sharepoint.com/sites/OSAM-NEPH-0698-AUDIT-MDSAP,500,JHuson@Validant.com,STS#3
OSAM-NEPH-1005-AUDIT-MDSAP,https://validanto365.sharepoint.com/sites/OSAM-NEPH-1005-AUDIT-MDSAP,500,JHuson@Validant.com,STS#3
OSAM-NEPH-1343-AUDIT-MDSAP-1344-EUMDR,https://validanto365.sharepoint.com/sites/OSAM-NEPH-1343-AUDIT-MDSAP-1344-EUMDR,500,JHuson@Validant.com,STS#3
OSAM-NEPH-1383-QMS-13485-QSR,https://validanto365.sharepoint.com/sites/OSAM-NEPH-1383-QMS-13485-QSR,500,JHuson@Validant.com,STS#3
OSAM-NEUR-0974-510(K),https://validanto365.sharepoint.com/sites/OSAM-NEUR-0974-510(K),500,JHuson@Validant.com,STS#3
OSAM-NEUR-1191-EU-MDR-TRANSITION,https://validanto365.sharepoint.com/sites/OSAM-NEUR-1191-EU-MDR-TRANSITION,500,JHuson@Validant.com,STS#3
OSAM-Newell Brands SGM,https://validanto365.sharepoint.com/sites/OSAM-Newell Brands SGM,500,JHuson@Validant.com,STS#3
OSAM-NEWY-1037-SOFTWARE_CON,https://validanto365.sharepoint.com/sites/OSAM-NEWY-1037-SOFTWARE_CON,500,JHuson@Validant.com,STS#3
OSAM-Nongshim Green Belt Documents,https://validanto365.sharepoint.com/sites/OSAM-Nongshim Green Belt Documents,500,JHuson@Validant.com,STS#3
OSAM-Nongshim Training,https://validanto365.sharepoint.com/sites/OSAM-Nongshim Training,500,JHuson@Validant.com,STS#3
OSAM-NOUS-1460-510(K),https://validanto365.sharepoint.com/sites/OSAM-NOUS-1460-510(K),500,JHuson@Validant.com,STS#3
OSAM-NOVA-1237-510(K),https://validanto365.sharepoint.com/sites/OSAM-NOVA-1237-510(K),500,JHuson@Validant.com,STS#3
OSAM-NPME-1320-STAFFAUG-RA-QA,https://validanto365.sharepoint.com/sites/OSAM-NPME-1320-STAFFAUG-RA-QA,500,JHuson@Validant.com,STS#3
OSAM-OASI-1566-AUDIT-MDSAP,https://validanto365.sharepoint.com/sites/OSAM-OASI-1566-AUDIT-MDSAP,500,JHuson@Validant.com,STS#3
OSAM-Offset x Opportunity,https://validanto365.sharepoint.com/sites/OSAM-Offset x Opportunity,500,JHuson@Validant.com,STS#3
OSAM-OH_OSM_DEVT_0047,https://validanto365.sharepoint.com/sites/OSAM-OH_OSM_DEVT_0047,500,JHuson@Validant.com,STS#3
OSAM-ONS_DBF_GUA_1774_0674,https://validanto365.sharepoint.com/sites/OSAM-ONS_DBF_GUA_1774_0674,500,JHuson@Validant.com,STS#3
OSAM-ONS_EMF_PHY_1511_0542,https://validanto365.sharepoint.com/sites/OSAM-ONS_EMF_PHY_1511_0542,500,JHuson@Validant.com,STS#3
OSAM-Oriel GRFFVIR07122021,https://validanto365.sharepoint.com/sites/OSAM-Oriel GRFFVIR07122021,500,JHuson@Validant.com,STS#3
OSAM-Oriel STAT A MATRIX Communications,https://validanto365.sharepoint.com/sites/OSAM-Oriel STAT A MATRIX Communications,500,JHuson@Validant.com,STS#3
OSAM-Oriel STAT A MATRIX Intranet,https://validanto365.sharepoint.com/sites/OSAM-Oriel STAT A MATRIX Intranet,500,JHuson@Validant.com,STS#3
OSAM-Oriel STAT A MATRIX Intranet,https://validanto365.sharepoint.com/sites/OSAM-Oriel STAT A MATRIX Intranet,500,JHuson@Validant.com,STS#3
OSAM-Oriel STAT A MATRIX Root Cause Analysis License Files for Terumo,https://validanto365.sharepoint.com/sites/OSAM-Oriel STAT A MATRIX Root Cause Analysis License Files for Terumo,500,JHuson@Validant.com,STS#3
OSAM-Oriel STAT Employees,https://validanto365.sharepoint.com/sites/OSAM-Oriel STAT Employees,500,JHuson@Validant.com,STS#3
OSAM-Oriel STAT Training,https://validanto365.sharepoint.com/sites/OSAM-Oriel STAT Training,500,JHuson@Validant.com,STS#3
OSAM-ORTH-0401-QMS-13485-QSR,https://validanto365.sharepoint.com/sites/OSAM-ORTH-0401-QMS-13485-QSR,500,JHuson@Validant.com,STS#3
OSAM-ORTH-1433-INT AUDIT: 13485/62304,https://validanto365.sharepoint.com/sites/OSAM-ORTH-1433-INT AUDIT: 1348562304,500,JHuson@Validant.com,STS#3
OSAM-ORTH-1601-INT AUDIT: 13485/62304,https://validanto365.sharepoint.com/sites/OSAM-ORTH-1601-INT AUDIT: 1348562304,500,JHuson@Validant.com,STS#3
OSAM-OSAM Archive,https://validanto365.sharepoint.com/sites/OSAM-OSAM Archive,500,JHuson@Validant.com,STS#3
OSAM-OSAM Regulatory,https://validanto365.sharepoint.com/sites/OSAM-OSAM Regulatory,500,JHuson@Validant.com,STS#3
OSAM-OSAM_Accounting,https://validanto365.sharepoint.com/sites/OSAM-OSAM_Accounting,500,JHuson@Validant.com,STS#3
OSAM-OSAM_DEnI,https://validanto365.sharepoint.com/sites/OSAM-OSAM_DEnI,500,JHuson@Validant.com,STS#3
OSAM-OSAM_HR,https://validanto365.sharepoint.com/sites/OSAM-OSAM_HR,500,JHuson@Validant.com,STS#3
OSAM-OSAM_Payroll,https://validanto365.sharepoint.com/sites/OSAM-OSAM_Payroll,500,JHuson@Validant.com,STS#3
OSAM-OUTS-1172-QMS-13485-QSR,https://validanto365.sharepoint.com/sites/OSAM-OUTS-1172-QMS-13485-QSR,500,JHuson@Validant.com,STS#3
OSAM-PARA-0556-EU-MDR-TRANSITION,https://validanto365.sharepoint.com/sites/OSAM-PARA-0556-EU-MDR-TRANSITION,500,JHuson@Validant.com,STS#3
OSAM-PARA-0884-AXSESS-MDR,https://validanto365.sharepoint.com/sites/OSAM-PARA-0884-AXSESS-MDR,500,JHuson@Validant.com,STS#3
OSAM-PENU-1435-INT- HYB,https://validanto365.sharepoint.com/sites/OSAM-PENU-1435-INT- HYB,500,JHuson@Validant.com,STS#3
OSAM-PERC-1175-EU-MDR-TRANSITION,https://validanto365.sharepoint.com/sites/OSAM-PERC-1175-EU-MDR-TRANSITION,500,JHuson@Validant.com,STS#3
OSAM-PFIZ-0406-QMS-QSR,https://validanto365.sharepoint.com/sites/OSAM-PFIZ-0406-QMS-QSR,500,JHuson@Validant.com,STS#3
OSAM-PFIZ-0420-SUPPLIER-AUDIT-QSR-13485,https://validanto365.sharepoint.com/sites/OSAM-PFIZ-0420-SUPPLIER-AUDIT-QSR-13485,500,JHuson@Validant.com,STS#3
OSAM-PFIZ-0587-EU-MDR-TRANSITION,https://validanto365.sharepoint.com/sites/OSAM-PFIZ-0587-EU-MDR-TRANSITION,500,JHuson@Validant.com,STS#3
OSAM-PFIZ-0589-AUDIT-13485/QSR,https://validanto365.sharepoint.com/sites/OSAM-PFIZ-0589-AUDIT-13485QSR,500,JHuson@Validant.com,STS#3
OSAM-PFIZ-0696-SUPPLIER-AUDIT-QSR-13485,https://validanto365.sharepoint.com/sites/OSAM-PFIZ-0696-SUPPLIER-AUDIT-QSR-13485,500,JHuson@Validant.com,STS#3
OSAM-PFIZ-0756-EU-MDR-TRANSITION,https://validanto365.sharepoint.com/sites/OSAM-PFIZ-0756-EU-MDR-TRANSITION,500,JHuson@Validant.com,STS#3
OSAM-PFIZ-1015-AUDIT-13485/QSR,https://validanto365.sharepoint.com/sites/OSAM-PFIZ-1015-AUDIT-13485QSR,500,JHuson@Validant.com,STS#3
OSAM-Pharma 22,https://validanto365.sharepoint.com/sites/OSAM-Pharma 22,500,JHuson@Validant.com,STS#3
OSAM-PhaseOrtho MDSAP Audit,https://validanto365.sharepoint.com/sites/OSAM-PhaseOrtho MDSAP Audit,500,JHuson@Validant.com,STS#3
OSAM-Philips North America,https://validanto365.sharepoint.com/sites/OSAM-Philips North America,500,JHuson@Validant.com,STS#3
OSAM-Physio Control-AUDIT-13485QSR-May2018-0213,https://validanto365.sharepoint.com/sites/OSAM-Physio Control-AUDIT-13485/QSR-May2018-0213,500,JHuson@Validant.com,STS#3
OSAM-POLL-1356-BASE-MDR,https://validanto365.sharepoint.com/sites/OSAM-POLL-1356-BASE-MDR,500,JHuson@Validant.com,STS#3
OSAM-PORE-1089-US REG STRAT,https://validanto365.sharepoint.com/sites/OSAM-PORE-1089-US REG STRAT,500,JHuson@Validant.com,STS#3
OSAM-Practice Planning,https://validanto365.sharepoint.com/sites/OSAM-Practice Planning,500,JHuson@Validant.com,STS#3
OSAM-PREC-1251-BASE-MDR,https://validanto365.sharepoint.com/sites/OSAM-PREC-1251-BASE-MDR,500,JHuson@Validant.com,STS#3
OSAM-PROJ-1076-DUE-DILIGENCE,https://validanto365.sharepoint.com/sites/OSAM-PROJ-1076-DUE-DILIGENCE,500,JHuson@Validant.com,STS#3
OSAM-Project Web App,https://validanto365.sharepoint.com/sites/OSAM-Project Web App,500,JHuson@Validant.com,STS#3
OSAM-PROS-0875-AUDIT-13485/QSR,https://validanto365.sharepoint.com/sites/OSAM-PROS-0875-AUDIT-13485QSR,500,JHuson@Validant.com,STS#3
OSAM-PROS-1222-AUDIT-13485/QSR,https://validanto365.sharepoint.com/sites/OSAM-PROS-1222-AUDIT-13485QSR,500,JHuson@Validant.com,STS#3
OSAM-QADV-1336-EUA,https://validanto365.sharepoint.com/sites/OSAM-QADV-1336-EUA,500,JHuson@Validant.com,STS#3
OSAM-RCX Emodule,https://validanto365.sharepoint.com/sites/OSAM-RCX Emodule,500,JHuson@Validant.com,STS#3
OSAM-Remote Audit Team,https://validanto365.sharepoint.com/sites/OSAM-Remote Audit Team,500,JHuson@Validant.com,STS#3
OSAM-RMF File Remediation,https://validanto365.sharepoint.com/sites/OSAM-RMF File Remediation,500,JHuson@Validant.com,STS#3
OSAM-RMF- R3,https://validanto365.sharepoint.com/sites/OSAM-RMF- R3,500,JHuson@Validant.com,STS#3
OSAM-ROCHE-STAFFAUG-RA-QA-JAN2018-0105,https://validanto365.sharepoint.com/sites/OSAM-ROCHE-STAFFAUG-RA-QA-JAN2018-0105,500,JHuson@Validant.com,STS#3
OSAM-RUHO-0603-510K,https://validanto365.sharepoint.com/sites/OSAM-RUHO-0603-510K,500,JHuson@Validant.com,STS#3
OSAM-RUHO-0652-510(K),https://validanto365.sharepoint.com/sites/OSAM-RUHO-0652-510(K),500,JHuson@Validant.com,STS#3
OSAM-RUHO-0809-510(K),https://validanto365.sharepoint.com/sites/OSAM-RUHO-0809-510(K),500,JHuson@Validant.com,STS#3
OSAM-RUHO-1185-EUA,https://validanto365.sharepoint.com/sites/OSAM-RUHO-1185-EUA,500,JHuson@Validant.com,STS#3
OSAM-RUHO-1195-DENOVO,https://validanto365.sharepoint.com/sites/OSAM-RUHO-1195-DENOVO,500,JHuson@Validant.com,STS#3
OSAM-S2EQ-1453-FDAMOCKAUDIT,https://validanto365.sharepoint.com/sites/OSAM-S2EQ-1453-FDAMOCKAUDIT,500,JHuson@Validant.com,STS#3
OSAM-SAFE-1429-IVDR-CON,https://validanto365.sharepoint.com/sites/OSAM-SAFE-1429-IVDR-CON,500,JHuson@Validant.com,STS#3
OSAM-SAGE-0627-INT-GMP210-211,https://validanto365.sharepoint.com/sites/OSAM-SAGE-0627-INT-GMP210-211,500,JHuson@Validant.com,STS#3
OSAM-SAGE-1116-INTERNAL - MDR + 13485 + QSR,https://validanto365.sharepoint.com/sites/OSAM-SAGE-1116-INTERNAL - MDR + 13485 + QSR,500,JHuson@Validant.com,STS#3
OSAM-SAGE-1346-AUDIT-PHARM,https://validanto365.sharepoint.com/sites/OSAM-SAGE-1346-AUDIT-PHARM,500,JHuson@Validant.com,STS#3
OSAM-Sales and Marketing,https://validanto365.sharepoint.com/sites/OSAM-Sales and Marketing,500,JHuson@Validant.com,STS#3
OSAM-Saluber- Multitask Projects,https://validanto365.sharepoint.com/sites/OSAM-Saluber- Multitask Projects,500,JHuson@Validant.com,STS#3
OSAM-SALU-CON-510(K)-0019,https://validanto365.sharepoint.com/sites/OSAM-SALU-CON-510(K)-0019,500,JHuson@Validant.com,STS#3
OSAM-SALU-CON-BASELINE-13458-Nov.2018-0338,https://validanto365.sharepoint.com/sites/OSAM-SALU-CON-BASELINE-13458-Nov.2018-0338,500,JHuson@Validant.com,STS#3
OSAM-SALU-PE-GENCONS-May2018-0226,https://validanto365.sharepoint.com/sites/OSAM-SALU-PE-GENCONS-May2018-0226,500,JHuson@Validant.com,STS#3
OSAM-SCIE-CON-BASELINE-13458/QSR-AUG2018-0255,https://validanto365.sharepoint.com/sites/OSAM-SCIE-CON-BASELINE-13458QSR-AUG2018-0255,500,JHuson@Validant.com,STS#3
OSAM-SCIENION-QMS-13485-0129,https://validanto365.sharepoint.com/sites/OSAM-SCIENION-QMS-13485-0129,500,JHuson@Validant.com,STS#3
OSAM-Screen Share Test Team,https://validanto365.sharepoint.com/sites/OSAM-Screen Share Test Team,500,JHuson@Validant.com,STS#3
OSAM-SEEG-1072-BASE-IVDR,https://validanto365.sharepoint.com/sites/OSAM-SEEG-1072-BASE-IVDR,500,JHuson@Validant.com,STS#3
OSAM-SHAP-1206-EU-MDR-TRANSITION,https://validanto365.sharepoint.com/sites/OSAM-SHAP-1206-EU-MDR-TRANSITION,500,JHuson@Validant.com,STS#3
OSAM-SHOC-1232-QMS-14000,https://validanto365.sharepoint.com/sites/OSAM-SHOC-1232-QMS-14000,500,JHuson@Validant.com,STS#3
OSAM-SOPHiA Genetics Training,https://validanto365.sharepoint.com/sites/OSAM-SOPHiA Genetics Training,500,JHuson@Validant.com,STS#3
OSAM-Spacelabs-MOCK-MDSAP-NOV2017-0095,https://validanto365.sharepoint.com/sites/OSAM-Spacelabs-MOCK-MDSAP-NOV2017-0095,500,JHuson@Validant.com,STS#3
OSAM-SSWH-1114-BASE-MDR,https://validanto365.sharepoint.com/sites/OSAM-SSWH-1114-BASE-MDR,500,JHuson@Validant.com,STS#3
OSAM-SSWH-1373-DOC-REM,https://validanto365.sharepoint.com/sites/OSAM-SSWH-1373-DOC-REM,500,JHuson@Validant.com,STS#3
OSAM-Stephanie and Heidi,https://validanto365.sharepoint.com/sites/OSAM-Stephanie and Heidi,500,JHuson@Validant.com,STS#3
OSAM-STRY-0560-AUDIT-13485/QSR,https://validanto365.sharepoint.com/sites/OSAM-STRY-0560-AUDIT-13485QSR,500,JHuson@Validant.com,STS#3
OSAM-SWAY-1454-AUDIT-13485/QSR,https://validanto365.sharepoint.com/sites/OSAM-SWAY-1454-AUDIT-13485QSR,500,JHuson@Validant.com,STS#3
OSAM-Sydney Neuroimaging Analysis Centre,https://validanto365.sharepoint.com/sites/OSAM-Sydney Neuroimaging Analysis Centre,500,JHuson@Validant.com,STS#3
OSAM-SYNA-0583-AXSESS-MDR,https://validanto365.sharepoint.com/sites/OSAM-SYNA-0583-AXSESS-MDR,500,JHuson@Validant.com,STS#3
OSAM-SYNT-0790-510(K),https://validanto365.sharepoint.com/sites/OSAM-SYNT-0790-510(K),500,JHuson@Validant.com,STS#3
OSAM-SYNT-1147-QMS-13485-QSR,https://validanto365.sharepoint.com/sites/OSAM-SYNT-1147-QMS-13485-QSR,500,JHuson@Validant.com,STS#3
OSAM-SYNT-1600-REGSTRAT-EU+US,https://validanto365.sharepoint.com/sites/OSAM-SYNT-1600-REGSTRAT-EU+US,500,JHuson@Validant.com,STS#3
OSAM-Team JNJ,https://validanto365.sharepoint.com/sites/OSAM-Team JNJ,500,JHuson@Validant.com,STS#3
OSAM-Tech Support,https://validanto365.sharepoint.com/sites/OSAM-Tech Support,500,JHuson@Validant.com,STS#3
OSAM-TECH-0845-QMS-13485-QSR,https://validanto365.sharepoint.com/sites/OSAM-TECH-0845-QMS-13485-QSR,500,JHuson@Validant.com,STS#3
OSAM-Technical Team,https://validanto365.sharepoint.com/sites/OSAM-Technical Team,500,JHuson@Validant.com,STS#3
OSAM-TempSite,https://validanto365.sharepoint.com/sites/OSAM-TempSite,500,JHuson@Validant.com,STS#3
OSAM-TERU-1030-AXSESS-MDR,https://validanto365.sharepoint.com/sites/OSAM-TERU-1030-AXSESS-MDR,500,JHuson@Validant.com,STS#3
OSAM-TERU-1095-AXSESS-MDR,https://validanto365.sharepoint.com/sites/OSAM-TERU-1095-AXSESS-MDR,500,JHuson@Validant.com,STS#3
OSAM-Terumo-MOCK-MDSAP-ISO9-Jan2018-0076,https://validanto365.sharepoint.com/sites/OSAM-Terumo-MOCK-MDSAP-ISO9-Jan2018-0076,500,JHuson@Validant.com,STS#3
OSAM-Test Comms Team Comm Sharepoint Site,https://validanto365.sharepoint.com/sites/OSAM-Test Comms Team Comm Sharepoint Site,500,JHuson@Validant.com,STS#3
OSAM-Test plan,https://validanto365.sharepoint.com/sites/OSAM-Test plan,500,JHuson@Validant.com,STS#3
OSAM-TestPlan2,https://validanto365.sharepoint.com/sites/OSAM-TestPlan2,500,JHuson@Validant.com,STS#3
OSAM-TEYE-1093-EUA,https://validanto365.sharepoint.com/sites/OSAM-TEYE-1093-EUA,500,JHuson@Validant.com,STS#3
OSAM-THEC-1576-BASELINE-QSR,https://validanto365.sharepoint.com/sites/OSAM-THEC-1576-BASELINE-QSR,500,JHuson@Validant.com,STS#3
OSAM-THER-1297-CEMARK,https://validanto365.sharepoint.com/sites/OSAM-THER-1297-CEMARK,500,JHuson@Validant.com,STS#3
OSAM-TIDI-1371-AUDIT-13485/QSR,https://validanto365.sharepoint.com/sites/OSAM-TIDI-1371-AUDIT-13485QSR,500,JHuson@Validant.com,STS#3
OSAM-TISS-0479-AUDIT-MDSAP,https://validanto365.sharepoint.com/sites/OSAM-TISS-0479-AUDIT-MDSAP,500,JHuson@Validant.com,STS#3
OSAM-TISS-0602-SUPPLIER-AUDIT-QSR-13485,https://validanto365.sharepoint.com/sites/OSAM-TISS-0602-SUPPLIER-AUDIT-QSR-13485,500,JHuson@Validant.com,STS#3
OSAM-TISS-0709-SUPPLIER-AUDIT-PHARMA,https://validanto365.sharepoint.com/sites/OSAM-TISS-0709-SUPPLIER-AUDIT-PHARMA,500,JHuson@Validant.com,STS#3
OSAM-TORA-1273-INTERNAL-MDR,https://validanto365.sharepoint.com/sites/OSAM-TORA-1273-INTERNAL-MDR,500,JHuson@Validant.com,STS#3
OSAM-Training and Marketing Comms,https://validanto365.sharepoint.com/sites/OSAM-Training and Marketing Comms,500,JHuson@Validant.com,STS#3
OSAM-Training Unit,https://validanto365.sharepoint.com/sites/OSAM-Training Unit,500,JHuson@Validant.com,STS#3
OSAM-Training Unit,https://validanto365.sharepoint.com/sites/OSAM-Training Unit,500,JHuson@Validant.com,STS#3
OSAM-Training Unit Tools,https://validanto365.sharepoint.com/sites/OSAM-Training Unit Tools,500,JHuson@Validant.com,STS#3
OSAM-Transition/Remediation Services Alignment Team,https://validanto365.sharepoint.com/sites/OSAM-TransitionRemediation Services Alignment Team,500,JHuson@Validant.com,STS#3
OSAM-TTT,https://validanto365.sharepoint.com/sites/OSAM-TTT,500,JHuson@Validant.com,STS#3
OSAM-TU Team,https://validanto365.sharepoint.com/sites/OSAM-TU Team,500,JHuson@Validant.com,STS#3
OSAM-TURN-0624-BASE-MDR,https://validanto365.sharepoint.com/sites/OSAM-TURN-0624-BASE-MDR,500,JHuson@Validant.com,STS#3
OSAM-TWIS-0783-BASE-IVDR,https://validanto365.sharepoint.com/sites/OSAM-TWIS-0783-BASE-IVDR,500,JHuson@Validant.com,STS#3
OSAM-TWIS-1527-IVDR-CON,https://validanto365.sharepoint.com/sites/OSAM-TWIS-1527-IVDR-CON,500,JHuson@Validant.com,STS#3
OSAM-Ultralife-MOCK-ISO13485_9001-JAN2018-0087,https://validanto365.sharepoint.com/sites/OSAM-Ultralife-MOCK-ISO13485_9001-JAN2018-0087,500,JHuson@Validant.com,STS#3
OSAM-UMG/-0415-RA/QACONSULT,https://validanto365.sharepoint.com/sites/OSAM-UMG-0415-RAQACONSULT,500,JHuson@Validant.com,STS#3
OSAM-UMG-0441-BASELINE-MDSAP,https://validanto365.sharepoint.com/sites/OSAM-UMG-0441-BASELINE-MDSAP,500,JHuson@Validant.com,STS#3
